Year,unitid,ISPrice,OOSPrice
1998,245652,20500,20500
1999,245652,22200,22200
2000,245652,23915,23915
2001,245652,25990,25990
2002,245652,27199,27199
2003,245652,29040,29040
2004,245652,30760,30760
2005,245652,32574,32574
2006,245652,34506,34506
2007,245652,36596,36596
2008,245652,39154,39154
2009,245652,40392,40392
2010,245652,42192,42192
2011,245652,44055,44055
2012,245652,45004,45004
2013,245652,46296,46296
2014,245652,47626,47626
2015,245652,49644,49644
2016,245652,50878,50878
2017,245652,52320,52320
2018,245652,54118,54118
2019,245652,35755,35755
2020,245652,35760,35760
2021,245652,35700,35700
2022,245652,37090,37090
2023,245652,38946,38946
2024,245652,40514,40514
1990,245838,7020,7020
1991,245838,7500,7500
1992,245838,8100,8100
1993,245838,8700,8700
1994,245838,9000,9000
1995,245838,9450,9450
1996,245838,9600,9600
1997,245838,9600,9600
1998,245838,9600,9600
1999,245838,10600,10600
2000,245838,14605,14605
2001,245838,15140,15140
2006,245838,18860,18860
2007,245838,20156,20156
2008,245838,21825,21825
2009,245838,22868,22868
2010,245838,23972,23972
2011,245838,24900,24900
2012,245838,25480,25480
2013,245838,26240,26240
2014,245838,26756,26756
2015,245838,20670,20670
2016,245838,20670,20670
2017,245838,20670,20670
2018,245838,20670,20670
2019,245838,20670,20670
2020,245838,20670,20670
2021,245838,20670,20670
2022,245838,16350,16350
2023,245838,16350,16350
2024,245838,26460,26460
1990,245847,6375,6375
1991,245847,6750,6750
1992,245847,7200,7200
1994,245847,2700,2700
1995,245847,8550,8550
1996,245847,8700,8700
1997,245847,8850,8850
1998,245847,9150,9150
2001,245847,10833,10833
2002,245847,11411,11411
2003,245847,12001,12001
2004,245847,12826,12826
2005,245847,13156,13156
2006,245847,13951,13951
2007,245847,14666,14666
2008,245847,15401,15401
2009,245847,15876,15876
2010,245847,16414,16414
2011,245847,16408,16408
2012,245847,16912,16912
2013,245847,17416,17416
2014,245847,17416,17416
2015,245847,18120,18120
2016,245847,18120,18120
2017,245847,18120,18120
2018,245847,18120,18120
2019,245847,18120,18120
2020,245847,18120,18120
2021,245847,18120,18120
2022,245847,18120,18120
2023,245847,19560,19560
2024,245847,26080,26080
1990,245883,7050,7050
1991,245883,7575,7575
1992,245883,7845,7845
1993,245883,8130,8130
1994,245883,8415,8415
1995,245883,8715,8715
1996,245883,9075,9075
1997,245883,9345,9345
1998,245883,9720,9720
1999,245883,10710,10710
2000,245883,11070,11070
2001,245883,10725,10725
2002,245883,11457,11457
2003,245883,11535,11535
2004,245883,13815,13815
2005,245883,14535,14535
2006,245883,15105,15105
2007,245883,16305,16305
2008,245883,17223,17223
2009,245883,18045,18045
2010,245883,18405,18405
2011,245883,19305,19305
2012,245883,20055,20055
2013,245883,20595,20595
2014,245883,21315,21315
2015,245883,21315,21315
2016,245883,22035,22035
2017,245883,22035,22035
2018,245883,22035,22035
2019,245883,22035,22035
2020,245883,22035,22035
2021,245883,22035,22035
2022,245883,19410,19410
2023,245883,19410,19410
2024,245883,26260,26260
1990,245953,3134,3134
1991,245953,3424,3424
1992,245953,3640,3640
1993,245953,3872,3872
1994,245953,4148,4148
1995,245953,4148,4148
1996,245953,4356,4356
1997,245953,4684,4684
1998,245953,5792,5792
1999,245953,5938,5938
2000,245953,6244,6244
2001,245953,7450,7450
2002,245953,8465,8465
2003,245953,8915,8915
2009,245953,13430,13430
2010,245953,14080,14080
2011,245953,14730,14730
2012,245953,15092,15092
2013,245953,15688,15688
2014,245953,16230,16230
2015,245953,16798,16798
2016,245953,17132,17132
2017,245953,17830,17830
2018,245953,18334,18334
2019,245953,18838,18838
2020,245953,18838,18838
2021,245953,18838,18838
2022,245953,18838,18838
2023,245953,19896,19896
2024,245953,21294,21294
1990,246354,480,1450
1991,246354,480,1450
1992,246354,480,1450
1993,246354,480,1450
1994,246354,480,1450
1995,246354,572,1988
1996,246354,734,2366
1997,246354,810,2600
1998,246354,1222,2776
1999,246354,1445,3182
2000,246354,1500,3092
2001,246354,1500,3092
2002,246354,1500,3092
2003,246354,1500,3092
2004,246354,1500,3092
2005,246354,1232,4112
2006,246354,1284,4308
2007,246354,1382,4550
2008,246354,1490,4658
2009,246354,1562,5150
2010,246354,1562,5414
2011,246354,1952,6992
2012,246354,2038,10822
2013,246354,2038,10822
2014,246354,2088,10740
2015,246354,2088,10740
2016,246354,2188,11274
2017,246354,2760,13770
2018,246354,2820,13830
2019,246354,3210,14220
2020,246354,3112,14122
2021,246354,3112,14122
2022,246354,3262,14272
2023,246354,3412,14422
2024,246354,3412,9952
1990,246813,477,777
1991,246813,712,1404
1992,246813,555,1110
1993,246813,591,1182
1994,246813,649,1299
1995,246813,801,1602
1996,246813,849,1698
1997,246813,849,1698
1998,246813,849,1698
1999,246813,933,1761
2000,246813,969,1761
2001,246813,1005,1761
2002,246813,1068,2004
2003,246813,1110,2082
2004,246813,1146,2154
2005,246813,1359,2475
2006,246813,1359,2475
2007,246813,1539,2835
2008,246813,1539,2835
2009,246813,2043,3843
2010,246813,1863,3483
2011,246813,2060,3860
2012,246813,2230,4150
2013,246813,2526,4566
2014,246813,2684,4820
2015,246813,2684,4820
2016,246813,2794,4930
2017,246813,2794,4930
2018,246813,2798,4934
2019,246813,2794,4926
2020,246813,3062,5462
2021,246813,3062,5462
2022,246813,3062,5462
2023,246813,3172,5572
2024,246813,3390,5958
1990,247065,4500,4500
1991,247065,4500,4500
1992,247065,4500,4500
1993,247065,4500,4500
1994,247065,6300,6300
1996,247065,5050,5050
1997,247065,5220,5220
1998,247065,5580,5580
1999,247065,5680,5680
2000,247065,5950,5950
2001,247065,6310,6310
2002,247065,6815,6815
2007,247065,8873,8873
2008,247065,10061,10061
2009,247065,10779,10779
2010,247065,11175,11175
2011,247065,11682,11682
2012,247065,12186,12186
2013,247065,12546,12546
2014,247065,12906,12906
2015,247065,13281,13281
2016,247065,13281,13281
2017,247065,13281,13281
2018,247065,13281,13281
2019,247065,13281,13281
2020,247065,13295,13295
2021,247065,13295,13295
2022,247065,13295,13295
2023,247065,13295,13295
2024,247065,13295,13295
2000,247153,8070,8070
2001,247153,8470,8470
2002,247153,9975,9975
2003,247153,10475,10475
2004,247153,10775,10775
2005,247153,11300,11300
2006,247153,11850,11850
2007,247153,13350,13350
2008,247153,13450,13450
2009,247153,14665,14665
2010,247153,15625,15625
2017,247153,16354,16354
2018,247153,29784,29784
2019,247153,29880,29880
2020,247153,31080,31080
2021,247153,31680,31680
2022,247153,31680,31680
2023,247153,32160,32160
2024,247153,16990,16990
1990,247603,1296,3648
1991,247603,1440,3984
1992,247603,1530,4170
1993,247603,1653,4809
1994,247603,1843,4989
1995,247603,2160,5940
1996,247603,2564,5720
1997,247603,2582,6798
1998,247603,2656,7968
1999,247603,2690,7170
2000,247603,2546,6706
2001,247603,2570,4682
2002,247603,2618,4762
2003,247603,2514,4554
2004,247603,2580,4680
2005,247603,2670,4860
2006,247603,2820,5130
2007,247603,3045,5505
2008,247603,3285,5955
2009,247603,3690,6720
2010,247603,3930,7140
2011,247603,4470,8070
2012,247603,5010,8820
2013,247603,5010,8820
2014,247603,5010,8820
2015,247603,6000,9900
2016,247603,6750,10950
2017,247603,6750,10950
2018,247603,6750,10950
2019,247603,5400,8760
2020,247603,5400,8760
2021,247603,5400,8760
2022,247603,5400,8760
2023,247603,5544,9024
2024,247603,5544,9024
1991,247773,2500,2500
1992,247773,2800,2800
1993,247773,3200,3200
1994,247773,3400,3400
1996,247773,3500,3500
1997,247773,3500,3500
1998,247773,3500,3500
1999,247773,3500,3500
2000,247773,3500,3500
2001,247773,3500,3500
2002,247773,3500,3500
2003,247773,4100,4100
2004,247773,4100,4100
2005,247773,4100,4100
2006,247773,4200,4200
2007,247773,4500,4500
2008,247773,4500,4500
2009,247773,4800,4800
2010,247773,5100,5100
2011,247773,5300,5300
2012,247773,5800,5800
2013,247773,6200,6200
2014,247773,6200,6200
2015,247773,6200,6200
2016,247773,6800,6800
2017,247773,6800,6800
2018,247773,6800,6800
2019,247773,7400,7400
2020,247773,7800,7800
2021,247773,8600,8600
2022,247773,8600,8600
2023,247773,8600,8600
2024,247773,6100,6100
1990,247834,360,1200
1991,247834,360,1200
1992,247834,432,1440
1993,247834,504,1512
1994,247834,528,1536
1995,247834,660,1920
1996,247834,720,1980
1997,247834,784,2044
1998,247834,784,2044
1999,247834,756,1960
2000,247834,756,1960
2001,247834,816,2020
2002,247834,748,1780
2003,247834,796,2068
2004,247834,844,2116
2005,247834,892,2224
2006,247834,892,2356
2007,247834,892,2476
2008,247834,1110,3330
2009,247834,1069,3484
2010,247834,1024,3514
2011,247834,1024,3694
2012,247834,1024,3694
2013,247834,1144,4054
2014,247834,1174,4144
2015,247834,1174,4144
2016,247834,1264,4294
2017,247834,1384,4474
2018,247834,1504,4864
2019,247834,1624,5014
2020,247834,1624,5014
2021,247834,1714,5104
2022,247834,1864,5614
2023,247834,1864,5614
2024,247834,2014,6064
1990,247940,640,1920
1991,247940,680,2040
1992,247940,700,2100
1993,247940,840,2520
1994,247940,960,2880
1995,247940,980,2940
1996,247940,1080,3080
1997,247940,1100,3140
1998,247940,1100,3140
1999,247940,1180,3380
2000,247940,1250,3550
2014,247940,3624,12456
2015,247940,3624,12456
2016,247940,3936,13296
2017,247940,4080,13800
2018,247940,4248,14400
2019,247940,4368,14808
2020,247940,4488,15240
2021,247940,4488,15240
2022,247940,4560,15480
2023,247940,4656,6192
2024,247940,4728,6432
1991,248934,4248,4248
1992,248934,4296,4296
1993,248934,5925,5925
1994,248934,6700,6700
1995,248934,6700,6700
1996,248934,6225,6225
1997,248934,6470,6470
1998,248934,6850,6850
1999,248934,7700,7700
2000,248934,8202,8202
2001,248934,8636,8636
2002,248934,9063,9063
2003,248934,9686,9686
2004,248934,8955,8955
2005,248934,9559,9559
2008,248934,11288,11288
2009,248934,12175,12175
2010,248934,13200,13200
2011,248934,14100,14100
2013,248934,14245,14245
2014,248934,14245,14245
2015,248934,14755,14755
2016,248934,14775,14775
2017,248934,15051,15051
2018,248934,16039,16039
2019,248934,16639,16639
2020,248934,16639,16639
2021,248934,17479,17479
2022,248934,18484,18484
2023,248934,18484,18484
2024,248934,18484,18484
1999,249609,6025,6025
2011,249609,13575,13575
2012,249609,14180,14180
2013,249609,14600,14600
2014,249609,15214,15214
2015,249609,15214,15214
2016,249609,15214,15214
2017,249609,15787,15787
2018,249609,13369,13369
2019,249609,13665,13665
2020,249609,13665,13665
2021,249609,16960,16960
2022,249609,13757,13757
2023,249609,13955,13955
2024,249609,13955,13955
1991,250027,5400,5400
1992,250027,4500,4500
1993,250027,5325,5325
1994,250027,5325,5325
1995,250027,5325,5325
1996,250027,3950,3950
1997,250027,3950,3950
1998,250027,3950,3950
1999,250027,7125,7125
2000,250027,5050,5050
2001,250027,5350,5350
2002,250027,5670,5670
2003,250027,5970,5970
2004,250027,7150,7150
2005,250027,7769,7769
2006,250027,7450,7450
2007,250027,7700,7700
2008,250027,8000,8000
2009,250027,8550,8550
2010,250027,8715,8715
2011,250027,8965,8965
2012,250027,9240,9240
2013,250027,9444,9444
2014,250027,9644,9644
2015,250027,9744,9744
2016,250027,9744,9744
2017,250027,9914,9914
2018,250027,10104,10104
2019,250027,10645,10645
2020,250027,10912,10912
2021,250027,10970,10970
2022,250027,11470,11470
2023,250027,11470,11470
2024,250027,13713,13713
2010,250285,13447,13447
2011,250285,13447,13447
2012,250285,18007,18007
2013,250285,18007,18007
2014,250285,17997,17997
2015,250285,17997,17997
2016,250285,16757,16757
2017,250285,16757,16757
2018,250285,16757,16757
2019,250285,16757,16757
2020,250285,16757,16757
2021,250285,16757,16757
2022,250285,16757,16757
2023,250285,16757,16757
2024,250285,16757,16757
2000,250744,8070,8070
2001,250744,8470,8470
2002,250744,9975,9975
2003,250744,10475,10475
2004,250744,10775,10775
2005,250744,11300,11300
2006,250744,11850,11850
2007,250744,13350,13350
2008,250744,13450,13450
2009,250744,14665,14665
2010,250744,15625,15625
2017,250744,20472,20472
2018,250744,20772,20772
2019,250744,21100,21100
2020,250744,31080,31080
2021,250744,31680,31680
2022,250744,31680,31680
2023,250744,32160,32160
2024,250744,16990,16990
1990,251260,655,1105
1991,251260,1026,1692
1992,251260,1116,1809
1993,251260,1116,1809
1994,251260,1161,1854
1995,251260,1437,2637
1996,251260,1437,2637
1997,251260,1437,2637
1998,251260,1824,3456
1999,251260,1824,3456
2000,251260,1800,3360
2001,251260,2280,4080
2002,251260,2280,4080
2003,251260,2520,4560
2004,251260,2700,4830
2005,251260,2700,4830
2006,251260,2700,4830
2007,251260,2700,4830
2008,251260,2700,4830
2009,251260,2700,4830
2010,251260,3270,5970
2011,251260,3780,6990
2012,251260,3840,7110
2013,251260,3900,7230
2014,251260,3960,7350
2015,251260,4020,7470
2016,251260,4080,7590
2017,251260,4140,7710
2018,251260,4440,8310
2019,251260,4800,8730
2020,251260,4860,9720
2021,251260,4860,8550
2022,251260,4920,8670
2023,251260,4980,8790
2024,251260,5030,8874
1990,251312,2800,2800
1991,251312,2850,2850
1992,251312,2940,2940
1993,251312,3465,3465
1994,251312,3645,3645
1995,251312,3765,3765
1996,251312,4065,4065
1998,251312,6285,6285
2000,251312,7855,7855
2001,251312,8755,8755
2002,251312,9655,9655
2003,251312,9970,9970
2004,251312,11155,11155
2005,251312,11565,11565
2006,251312,11940,11940
2007,251312,12660,12660
2008,251312,14210,14210
2009,251312,14810,14810
2011,251312,15910,15910
2012,251312,16360,16360
2013,251312,16360,16360
2014,251312,16360,16360
2015,251312,16761,16761
2016,251312,17306,17306
2017,251312,17014,17014
2018,251312,17014,17014
2019,251312,17014,17014
2020,251312,18000,18000
2021,251312,18000,18000
2022,251312,16560,16560
2023,251312,16452,16452
2024,251312,17895,17895
1990,260372,1400,1400
1991,260372,960,960
1992,260372,2590,2590
1993,260372,2590,2590
1994,260372,2590,2590
1995,260372,2590,2590
1996,260372,2590,2590
1997,260372,2590,2590
1998,260372,2850,2850
1999,260372,2185,2185
2000,260372,2185,2185
2001,260372,2185,2185
2002,260372,2665,2665
2003,260372,2666,2666
2004,260372,2665,2665
2005,260372,2665,2665
2006,260372,3265,3265
2007,260372,3240,3240
2008,260372,3390,3390
2009,260372,3390,3390
2010,260372,3870,3870
2011,260372,3870,3870
2012,260372,4590,4590
2013,260372,4590,4590
2014,260372,4590,4590
2015,260372,4590,4590
2016,260372,4590,4590
2017,260372,4590,4590
2018,260372,4590,4590
2019,260372,4590,4590
2020,260372,4590,4590
2021,260372,4590,4590
2022,260372,6030,6030
2023,260372,6030,6030
2024,260372,6030,6030
1992,260813,6000,6000
1993,260813,6000,6000
1994,260813,6800,6800
1995,260813,6902,6902
1997,260813,6900,6900
2005,260813,15290,15290
2006,260813,19760,19760
2007,260813,22975,22975
2008,260813,24150,24150
2009,260813,17006,17006
2010,260813,20490,20490
2011,260813,20490,20490
2012,260813,20186,20186
2013,260813,20536,20536
2014,260813,20736,20736
2015,260813,19286,19286
2016,260813,19286,19286
2017,260813,19286,19286
2018,260813,19286,19286
2019,260813,19286,19286
2020,260813,20590,20590
2021,260813,20590,20590
2022,260813,20590,20590
2023,260813,20590,20590
2024,260813,24347,24347
1990,262031,750,1950
1991,262031,810,2010
1992,262031,990,2550
1993,262031,1157,2777
1994,262031,1247,2867
1995,262031,1252,2872
1996,262031,1440,3060
1997,262031,1440,3060
1998,262031,1440,3060
1999,262031,1440,3060
2000,262031,1500,3150
2001,262031,1500,3150
2002,262031,1590,3360
2003,262031,1770,3780
2013,262031,3000,6600
2014,262031,3000,6600
2015,262031,3090,6600
2016,262031,3180,6690
2017,262031,3330,6720
2018,262031,3330,6720
2019,262031,3600,6900
2020,262031,3600,6900
2021,262031,3600,6900
2022,262031,3750,7080
2023,262031,3750,7080
2024,262031,3810,7620
2013,262086,10480,10480
2014,262086,12200,12200
2015,262086,12240,12240
2016,262086,12300,12300
2017,262086,12360,12360
2018,262086,12380,12380
2019,262086,12440,12440
2020,262086,12480,12480
2021,262086,12480,12480
2022,262086,12520,12520
2023,262086,12520,12520
2024,262086,12540,12540
2001,262129,2406,10294
2002,262129,3020,13810
2003,262129,3240,16473
2004,262129,3452,18460
2005,262129,3616,19374
2006,262129,3734,19964
2007,262129,3834,21687
2008,262129,4127,23766
2009,262129,4784,26386
2010,262129,5364,27614
2011,262129,6060,29089
2012,262129,6783,29812
2013,262129,6866,29894
2014,262129,6916,29944
2015,262129,6916,29944
2016,262129,6916,29944
2017,262129,6916,29944
2018,262129,6916,29944
2019,262129,6916,29944
2020,262129,6916,29944
2021,262129,6916,29944
2022,262129,6916,29944
2023,262129,6916,29944
2024,262129,6916,29944
1990,262165,1960,1960
1991,262165,1960,1960
1992,262165,2160,2160
1993,262165,2400,2400
1994,262165,2500,2500
1995,262165,2500,2500
1996,262165,2760,2760
1997,262165,2760,2760
1998,262165,2760,2760
2012,262165,6690,6690
2013,262165,6176,6176
2014,262165,7220,7220
2015,262165,7220,7220
2016,262165,7540,7540
2017,262165,7640,7640
2019,262165,8536,8536
2020,262165,9040,9040
2021,262165,9425,9425
2022,262165,10090,10090
2023,262165,13600,13600
2024,262165,14640,14640
1992,363633,600,1272
1993,363633,428,1292
1994,363633,428,1292
1995,363633,428,1292
1996,363633,360,1292
1997,363633,428,1292
1998,363633,428,1292
1999,363633,856,2584
2000,363633,1104,3456
2001,363633,1104,3456
2002,363633,644,1868
2003,363633,644,1868
2004,363633,644,1868
2005,363633,718,1942
2006,363633,718,1942
2007,363633,718,1942
2008,363633,718,1942
2009,363633,742,1942
2010,363633,814,1942
2011,363633,886,2230
2012,363633,886,2230
2013,363633,886,2230
2014,363633,886,2230
2015,363633,886,2230
2016,363633,962,2426
2017,363633,962,2426
2018,363633,962,2426
2019,363633,962,2426
2020,363633,1010,2570
2021,363633,1082,2714
2022,363633,1130,2882
2023,363633,1202,3050
2024,363633,1474,3418
1992,363712,4500,4500
1993,363712,5500,5500
2000,363712,7300,7300
2001,363712,7450,7450
2002,363712,7950,7950
2003,363712,7950,7950
2004,363712,8200,8200
2005,363712,8450,8450
2006,363712,8500,8500
2009,363712,8500,8500
2010,363712,8500,8500
2011,363712,8500,8500
2012,363712,8400,8400
2013,363712,8400,8400
2014,363712,8400,8400
2015,363712,8400,8400
2016,363712,8400,8400
2017,363712,8400,8400
2018,363712,8300,8300
2019,363712,8300,8300
2020,363712,8300,8300
2021,363712,8300,8300
2022,363712,8800,8800
2023,363712,9300,9300
2024,363712,9300,9300
1990,363907,2400,2400
1991,363907,2200,2200
1992,363907,2500,2500
1993,363907,2500,2500
1994,363907,2800,2800
1995,363907,2800,2800
1996,363907,2800,2800
1997,363907,2390,2390
1998,363907,2510,2510
1999,363907,2708,2708
2000,363907,2980,2980
2001,363907,3170,3170
2002,363907,3510,3510
2003,363907,3510,3510
2004,363907,3630,3630
2005,363907,3750,3750
2006,363907,3750,3750
2007,363907,4100,4100
2008,363907,4100,4100
2009,363907,4470,4470
2010,363907,4560,4560
2011,363907,4880,4880
2012,363907,4850,4850
2013,363907,4850,4850
2014,363907,4970,4970
2015,363907,5100,5100
2016,363907,5182,5182
2017,363907,5264,5264
2018,363907,5424,5424
2019,363907,5542,5542
2020,363907,5496,5496
2021,363907,5497,5497
2022,363907,5668,5668
2023,363907,5575,5575
2024,363907,8844,8844
1990,363916,2400,2400
1991,363916,2200,2200
1992,363916,2500,2500
1993,363916,2500,2500
1994,363916,2800,2800
1995,363916,2800,2800
1996,363916,2800,2800
1997,363916,2390,2390
1998,363916,2510,2510
1999,363916,2647,2647
2000,363916,2980,2980
2001,363916,3160,3160
2002,363916,3510,3510
2003,363916,3510,3510
2004,363916,3630,3630
2005,363916,3750,3750
2006,363916,3750,3750
2007,363916,4100,4100
2008,363916,4100,4100
2009,363916,4470,4470
2010,363916,4560,4560
2011,363916,4880,4880
2012,363916,4850,4850
2013,363916,4850,4850
2014,363916,4970,4970
2015,363916,5100,5100
2016,363916,5182,5182
2017,363916,5264,5264
2018,363916,5424,5424
2019,363916,5542,5542
2020,363916,5496,5496
